index_col,content,data,like,place,tags
448,요즘 떵슈가 아침에 일어나고등원준비하면서 꼭 물어보는 것...?? 엄마! 오늘도 나쁨이야??? (생각도 못하고) 뭐가 나쁨이야??? 미세먼지!?? 아.... 응ㅜㅜ 오늘 먼지 나쁘대ㅜㅜ?? 매우 나쁨이래?????..안타깝다 이런 대화로 아침을 시작하는게..언제쯤 미세마스크 없이 등원할 수 있을까#팬톤컬러 #올해의색 #한국의색 #미세먼지#pantone #pantone2018 #koreansky,2018-11-29,61,,"['#팬톤컬러', '#올해의색', '#한국의색', '#미세먼지', '#pantone', '#pantone2018', '#koreansky']"
449,#노블믹스2019 올해의 색은?울트라노블믹스!?????????????????#올해의색 #노블믹스 #울트라노블#노블스타그램#노블커피#1일3노블#커피스타그램 #coffee,2018-11-26,872,,"['#노블믹스2019', '#올해의색', '#노블믹스', '#울트라노블', '#노블스타그램', '#노블커피', '#1일3노블', '#커피스타그램', '#coffee']"
450,#에스티로더#에스티로더홀리데이 #2018#스페셜에디션 컬렉션 #메이크업키트#연말선물 #선물 #나를위한선물??메이크업 #트렌드 #올해의색 #트렌드컬러 #레드 #크리스마스선물 #홀리데이키트 #코스메틱그램파격적인 기획 #특가찬스한해동안 수고한 #나에게주는선물#sunstargram???? #chaesunamakeup #trend #color #red #makeupkit #makeupset #esteelauder #fashionkorea#collection #dailylook #year-end #present,2018-11-25,30,광교숲속마을,"['#에스티로더', '#에스티로더홀리데이', '#2018', '#스페셜에디션', '#메이크업키트', '#연말선물', '#선물', '#나를위한선물??메이크업', '#트렌드', '#올해의색', '#트렌드컬러', '#레드', '#크리스마스선물', '#홀리데이키트', '#코스메틱그램파격적인', '#특가찬스한해동안', '#나에게주는선물', '#sunstargram????', '#chaesunamakeup', '#trend', '#color', '#red', '#makeupkit', '#makeupset', '#esteelauder', '#fashionkorea', '#collection', '#dailylook', '#year-end', '#present']"
451,cassimere pola-T??update comming soon ??.......#드로잉뮤즈,2018-11-23,404,,['#드로잉뮤즈']
452,찌굥이랑 쇼핑해서 구매한??보라보라색니트??이쁘고 따뜻한데..반팔이란거 비밀??맘에들어서 기분좋으면 됐지 뭐 ??????????..#올해의색 #보라색 #앙고라니트 #지영이랑#쇼핑#지름신 #덕분에 #득템 #겨울 #한파 오면#못입는게함정 #맘에들어서 #올만에 #스노우영상 #이쁜척 #오졌다 #기부니가 #좋으니 #됐다#일스타그램 #벗어나서 #일상스타그램 #셀피 #데일리 #룰루랄라 #행복,2018-11-17,0,,"['#올해의색', '#보라색', '#앙고라니트', '#지영이랑', '#쇼핑', '#지름신', '#덕분에', '#득템', '#겨울', '#한파', '#못입는게함정', '#맘에들어서', '#올만에', '#스노우영상', '#이쁜척', '#오졌다', '#기부니가', '#좋으니', '#됐다', '#일스타그램', '#벗어나서', '#일상스타그램', '#셀피', '#데일리', '#룰루랄라', '#행복']"
453,-제일 이색이 많이 나는 색이더라이쁘긴하지만 칠하고싶진 않네 다크블루#페인트#펜톤#디자인#친환경페인트#페인트시공#올해의색#다크블루#디자이너#시공기사#아트#인테리어#인테리어페인트#pantone#paint#door#color#interior,2018-11-16,36,,"['#페인트', '#펜톤', '#디자인', '#친환경페인트', '#페인트시공', '#올해의색', '#다크블루', '#디자이너', '#시공기사', '#아트', '#인테리어', '#인테리어페인트', '#pantone', '#paint', '#door', '#color', '#interior']"
454,Pantone 2016 Color of The Year: Rose Quartz #pantone #2016 #coloroftheyear #rosequartz #unconditionlove #romantic #series #digitalpainting #photoshop #painting #illustration #doodle #팬톤 #올해의색 #로즈쿼츠 #무조건적인사랑 #팬톤시리즈 #포토샵 #일러스트레이터 #두들 #듀팩 #그림스타그램 #미대생 #미술 #드로잉 #낙서,2018-11-10,54,,"['#pantone', '#2016', '#coloroftheyear', '#rosequartz', '#unconditionlove', '#romantic', '#series', '#digitalpainting', '#photoshop', '#painting', '#illustration', '#doodle', '#팬톤', '#올해의색', '#로즈쿼츠', '#무조건적인사랑', '#팬톤시리즈', '#포토샵', '#일러스트레이터', '#두들', '#듀팩', '#그림스타그램', '#미대생', '#미술', '#드로잉', '#낙서']"
455,Pantone 2017 Color of The Year: Greenery #pantone #2017 #coloroftheyear #greenery #refreshing #revitalizing #newbeginnings #series #digitalpainting #photoshop #painting #illustration #doodle #팬톤 #올해의색 #녹색나뭇잎 #팬톤시리즈 #포토샵 #일러스트레이터 #두들 #듀팩 #그림스타그램 #미대생 #미술 #드로잉 #낙서,2018-11-06,25,,"['#pantone', '#2017', '#coloroftheyear', '#greenery', '#refreshing', '#revitalizing', '#newbeginnings', '#series', '#digitalpainting', '#photoshop', '#painting', '#illustration', '#doodle', '#팬톤', '#올해의색', '#녹색나뭇잎', '#팬톤시리즈', '#포토샵', '#일러스트레이터', '#두들', '#듀팩', '#그림스타그램', '#미대생', '#미술', '#드로잉', '#낙서']"
456,Pantone 2013 Color of The Year: Emerald #pantone #2013 #coloroftheyear #emrrald #lively #radiant #lush #elegance #beauty #series #digitalpainting #photoshop #painting #illustration #doodle #팬톤 #올해의색 #에메랄드 #팬톤시리즈 #포토샵 #일러스트레이터 #두들 #듀팩 #그림스타그램 #미대생 #미술 #드로잉 #낙서,2018-11-05,36,,"['#pantone', '#2013', '#coloroftheyear', '#emrrald', '#lively', '#radiant', '#lush', '#elegance', '#beauty', '#series', '#digitalpainting', '#photoshop', '#painting', '#illustration', '#doodle', '#팬톤', '#올해의색', '#에메랄드', '#팬톤시리즈', '#포토샵', '#일러스트레이터', '#두들', '#듀팩', '#그림스타그램', '#미대생', '#미술', '#드로잉', '#낙서']"
457,Pantone 2011 Color of The Year: Honeysuckle #pantone #2011 #coloroftheyear #honeysuckle #courageous #confident #vital #series #digitalpainting #photoshop #painting #illustration #doodle #팬톤 #올해의색 #허니서클 #인동덩굴 #용기있는 #자심감 #치명적인 #팬톤시리즈 #포토샵 #일러스트레이터 #두들 #듀팩 #그림스타그램 #미대생 #미술 #드로잉 #낙서,2018-11-03,21,,"['#pantone', '#2011', '#coloroftheyear', '#honeysuckle', '#courageous', '#confident', '#vital', '#series', '#digitalpainting', '#photoshop', '#painting', '#illustration', '#doodle', '#팬톤', '#올해의색', '#허니서클', '#인동덩굴', '#용기있는', '#자심감', '#치명적인', '#팬톤시리즈', '#포토샵', '#일러스트레이터', '#두들', '#듀팩', '#그림스타그램', '#미대생', '#미술', '#드로잉', '#낙서']"
458,"오늘 나온 신상슈퍼모델 연보라????사랑스러운 색감,촉감지금 큐모모에서 확인해보세요?? *큐모모가 오픈하자마자 많은 사랑을 받아, 오전/오후 배송으로 하루에 2번 여러분을 만나러 갑니다*#슈퍼모델#오늘신상#취적#올해의색#연보라#모두의취향#여리여리#섹시#세련#sexy#여자속옷#큐모모#20대#30대#추천",2018-10-25,27,,"['#슈퍼모델', '#오늘신상', '#취적', '#올해의색', '#연보라', '#모두의취향', '#여리여리', '#섹시', '#세련', '#sexy', '#여자속옷', '#큐모모', '#20대', '#30대', '#추천']"
459,보라색 튤립. #튤립 #튤립꽃다발 #꽃 #색감 #색감미술관 #색감깡패 #일상 #일상스타그램 #보라 #보라색 #올해의색 #바이올렛 #오오티디 #감성 #감성사진 #힐링 #flower #tulip #ootd #color #colormuseum #ootd #daily #instadaily #instacolor #fff,2018-10-18,"1,201",,"['#튤립', '#튤립꽃다발', '#꽃', '#색감', '#색감미술관', '#색감깡패', '#일상', '#일상스타그램', '#보라', '#보라색', '#올해의색', '#바이올렛', '#오오티디', '#감성', '#감성사진', '#힐링', '#flower', '#tulip', '#ootd', '#color', '#colormuseum', '#ootd', '#daily', '#instadaily', '#instacolor', '#fff']"
460,불어오는 차가운 이 바람 몸이 한결 가벼워지는 듯한 이 느낌,2018-10-10,17,,[]
461,#울트라바이올렛 #올해의색 #올해의컬러?? #언어의온도 #독서모임 #독서스타그램 #3주년 #애기사과 #영풍문고 #란비케이#f4f일요일,2018-10-08,36,,"['#울트라바이올렛', '#올해의색', '#올해의컬러??', '#언어의온도', '#독서모임', '#독서스타그램', '#3주년', '#애기사과', '#영풍문고', '#란비케이', '#f4f일요일']"
462,"가을 신상 2018F/W 가을 케찰그린 트렌치코트????이 상품이 궁금하면 밀랜으로~ 빠른문의는 카카오톡 ID: Milland  카톡으로 주문하시면 즉시 2,000원 할인해드려요~^^ 올 가을도 밀랜과 함께 FALL IN LOVE???? #밀랜 #milland #트렌치코트 #트렌치코트코디 #올해의색 #케찰그린 #그린 #패피 #패피녀 #코트코디 #코트 #그린트렌치코트 #유행 #강남 #청담 #명품코디 #화이트티셔츠 #블랙진 #코디 #이것이정답 #트렌치코트의계절 #트렌치코트추천 #트렌치코트룩 #트렌치코트패션 #가을 #겨울",2018-10-05,4,,"['#밀랜', '#milland', '#트렌치코트', '#트렌치코트코디', '#올해의색', '#케찰그린', '#그린', '#패피', '#패피녀', '#코트코디', '#코트', '#그린트렌치코트', '#유행', '#강남', '#청담', '#명품코디', '#화이트티셔츠', '#블랙진', '#코디', '#이것이정답', '#트렌치코트의계절', '#트렌치코트추천', '#트렌치코트룩', '#트렌치코트패션', '#가을', '#겨울']"
463,[2018.08.18] 세번째!!! 올해의 색 보라색 테마로 심플하게! 마테....좀 더 연습해야지...ㅠㅠ#다꾸#다이어리꾸미기#다꾸스타그램#올해의색#보라#심플#테마#마테,2018-10-05,6,,"['#다꾸', '#다이어리꾸미기', '#다꾸스타그램', '#올해의색', '#보라', '#심플', '#테마', '#마테']"
464,"#대구 #네이처파크 #데이트?? #극한직업 #내꺼?? #10년째연애중 #사랑해?? #보정따위없다 #무슨자신감 #서른되봐라 #귀차니즘 #ootd #일상 #열애중 #겨자색 #올해의색#패션피플 #fashion #젠틀몬스터 #남방코디 .......조금만 기다려, 꿈을향해",2018-09-30,71,,"['#대구', '#네이처파크', '#데이트??', '#극한직업', '#내꺼??', '#10년째연애중', '#사랑해??', '#보정따위없다', '#무슨자신감', '#서른되봐라', '#귀차니즘', '#ootd', '#일상', '#열애중', '#겨자색', '#올해의색', '#패션피플', '#fashion', '#젠틀몬스터', '#남방코디']"
465,머리=????,2018-09-22,43,광복동 롯데백화점,[]
466,#기분전환 #네일아트..#풀파츠네일 #자개네일 #호피네일 #올해의색 #바이올렛 #가을처럼 #보이려다 #풀파츠로 #여름같은 #그래도 #대만족 #mell_nail_ #수원 #인계동 #네일받다가 #배에서 #천둥소리 #쫄병얻어먹었다 #친구랑 #네일받고 #수다떨고 #지루할까봐 #예능틀어주는 #센스 #언니짱??다음에 또 갈게요 ??,2018-09-16,21,,"['#기분전환', '#네일아트..', '#풀파츠네일', '#자개네일', '#호피네일', '#올해의색', '#바이올렛', '#가을처럼', '#보이려다', '#풀파츠로', '#여름같은', '#그래도', '#대만족', '#mell_nail_', '#수원', '#인계동', '#네일받다가', '#배에서', '#천둥소리', '#쫄병얻어먹었다', '#친구랑', '#네일받고', '#수다떨고', '#지루할까봐', '#예능틀어주는', '#센스', '#언니짱??다음에']"
467,네일해또??#네일 #nail #가을네일 #올해의색 #바이올렛 #pantone #??#dail #nailart,2018-09-14,38,Bundang-gu,"['#네일', '#nail', '#가을네일', '#올해의색', '#바이올렛', '#pantone', '#??', '#dail', '#nailart']"
468,#네일그라운드#Nailground#대구#대구네일#범어동네일#네일#nail#nailart#네일아트#팬톤#올해의색#그리너리#색감네일#핫플#대구핫플레이스#대구핫플#꽃집같은네일샵#소통#맞팔#선팔#두근두근#설렘 .#네일그라운드#범어동네일#색감네일#팬톤#조색전문가#컬러자격증#뷰티스타그램#셀프네일클래스#네일아트디자인연구#꽃집같은네일샵#화이트#블랙#체크#,2018-09-10,21,,"['#네일그라운드', '#Nailground', '#대구', '#대구네일', '#범어동네일', '#네일', '#nail', '#nailart', '#네일아트', '#팬톤', '#올해의색', '#그리너리', '#색감네일', '#핫플', '#대구핫플레이스', '#대구핫플', '#꽃집같은네일샵', '#소통', '#맞팔', '#선팔', '#두근두근', '#설렘', '#네일그라운드', '#범어동네일', '#색감네일', '#팬톤', '#조색전문가', '#컬러자격증', '#뷰티스타그램', '#셀프네일클래스', '#네일아트디자인연구', '#꽃집같은네일샵', '#화이트', '#블랙', '#체크']"
469,#네일그라운드#Nailground#대구#대구네일#범어동네일#네일#nail#nailart#네일아트#팬톤#올해의색#그리너리#색감네일#핫플#대구핫플레이스#대구핫플#꽃집같은네일샵#소통#맞팔#선팔#두근두근#설렘 .#네일그라운드#범어동네일#색감네일#팬톤#조색전문가#컬러자격증#뷰티스타그램#셀프네일클래스#네일아트디자인연구#꽃집같은네일샵#2018#가을겨울#트렌 드컬러,2018-09-10,14,,"['#네일그라운드', '#Nailground', '#대구', '#대구네일', '#범어동네일', '#네일', '#nail', '#nailart', '#네일아트', '#팬톤', '#올해의색', '#그리너리', '#색감네일', '#핫플', '#대구핫플레이스', '#대구핫플', '#꽃집같은네일샵', '#소통', '#맞팔', '#선팔', '#두근두근', '#설렘', '#네일그라운드', '#범어동네일', '#색감네일', '#팬톤', '#조색전문가', '#컬러자격증', '#뷰티스타그램', '#셀프네일클래스', '#네일아트디자인연구', '#꽃집같은네일샵', '#2018', '#가을겨울', '#트렌']"
470,#네일그라운드#Nailground#대구#대구네일#범어동네일#네일#nail#nailart#네일아트#팬톤#올해의색#그리너리#색감네일#핫플#대구핫플레이스#대구핫플#꽃집같은네일샵#소통#맞팔#선팔#두근두근#설렘 .#네일그라운드#범어동네일#색감네일#팬톤#조색전문가#컬러자격증#뷰티스타그램#셀프네일클래스#네일아트디자인연구#꽃집같은네일샵,2018-09-09,19,,"['#네일그라운드', '#Nailground', '#대구', '#대구네일', '#범어동네일', '#네일', '#nail', '#nailart', '#네일아트', '#팬톤', '#올해의색', '#그리너리', '#색감네일', '#핫플', '#대구핫플레이스', '#대구핫플', '#꽃집같은네일샵', '#소통', '#맞팔', '#선팔', '#두근두근', '#설렘', '#네일그라운드', '#범어동네일', '#색감네일', '#팬톤', '#조색전문가', '#컬러자격증', '#뷰티스타그램', '#셀프네일클래스', '#네일아트디자인연구', '#꽃집같은네일샵']"
473,보라보라#보라색네일#꽃네일#올해의색#울트라바이올렛#까사벨르천안점,2018-09-06,6,,"['#보라색네일', '#꽃네일', '#올해의색', '#울트라바이올렛', '#까사벨르천안점']"
474,#비오는날 #빗소리??#영상인와이프 #외근중#카페글렌 #머리이파서원샷#팬텀컬러 #올해의색#울트라바이올렛,2018-08-28,0,,"['#비오는날', '#빗소리??', '#영상인와이프', '#외근중', '#카페글렌', '#머리이파서원샷', '#팬텀컬러', '#올해의색', '#울트라바이올렛']"
475,꽃피는 팔월의 설렘을 그대에게 ??...다가오는 가을에 원피스와 함께 즐겨보세요! 집 밖을 나서는 구두소리처럼 경쾌한 느낌의 귀걸이랍니다.과하지않아 데일리로도 딱이에요 :)..#가을귀걸이 #보석귀걸이 #귀여운 #올해의색 #울트라바이올렛 #영롱 #구매는_디엠으로,2018-08-20,5,,"['#가을귀걸이', '#보석귀걸이', '#귀여운', '#올해의색', '#울트라바이올렛', '#영롱', '#구매는_디엠으로']"
476,9년째다9년째 내삶의원동력들?? #고2 #93년생 #창원 #사진소다 #올해의색 #울트라바이올렛 #이젠컨셉한계 #내년엔뭔색 #10년째엔괌이다,2018-08-19,40,,"['#고2', '#93년생', '#창원', '#사진소다', '#올해의색', '#울트라바이올렛', '#이젠컨셉한계', '#내년엔뭔색', '#10년째엔괌이다']"
477,#올해의색 #보라색 #글리터네일 #자개네일 #셀프네일 #네일팁 #daily #일상 #instagram #인스타그램 #선팔후맞팔 #맞팔 #좋아요 #환영해요 #??#넬스타그램 #네일스타그램,2018-08-18,41,,"['#올해의색', '#보라색', '#글리터네일', '#자개네일', '#셀프네일', '#네일팁', '#daily', '#일상', '#instagram', '#인스타그램', '#선팔후맞팔', '#맞팔', '#좋아요', '#환영해요', '#??', '#넬스타그램', '#네일스타그램']"
478,#올해의색#울트라바이올렛#panton#violet#ultraviolet#coloroftheyear #coloroftheyear2018,2018-08-17,12,,"['#올해의색', '#울트라바이올렛', '#panton', '#violet', '#ultraviolet', '#coloroftheyear', '#coloroftheyear2018']"
479,#주말 #여름 #휴가 #시작 #스타트 #포기할수없는 #나만의 #패션 #그누구도막을수없다 #올해의색 #퍼플 #양말 #날이좋아서 #행복함 #룰루랄라 #놀자 #아싸라비야 #??,2018-08-12,53,,"['#주말', '#여름', '#휴가', '#시작', '#스타트', '#포기할수없는', '#나만의', '#패션', '#그누구도막을수없다', '#올해의색', '#퍼플', '#양말', '#날이좋아서', '#행복함', '#룰루랄라', '#놀자', '#아싸라비야', '#??']"
480,넌 나의 보라색마우스 패드야ㅎ.ㅎ키보드 마우스도 고민이다...#올해의색 #보라색 #누가정했어 #칭찬해 #다이소 #YouAreMyViolet #넌나의보라색 #violet #lovedhiscolors #??,2018-08-11,11,기숙사 방구석,"['#올해의색', '#보라색', '#누가정했어', '#칭찬해', '#다이소', '#YouAreMyViolet', '#넌나의보라색', '#violet', '#lovedhiscolors', '#??']"
481,#오늘의행복..#힐링 #라라스페이스 #장미 #맨드라미 #리시안셔스 #포장도이쁘게 #감사합니다 #보라색 #올해의색 #바이올렛 #취향저격,2018-08-08,20,,"['#오늘의행복..', '#힐링', '#라라스페이스', '#장미', '#맨드라미', '#리시안셔스', '#포장도이쁘게', '#감사합니다', '#보라색', '#올해의색', '#바이올렛', '#취향저격']"
482,#Repost @ekgp_da (@get_repost)...만날때마다 인생네컷을 찍어주신다는분입니다~정말 감사하신 고객님이신데용 ㅎㅎ이런분이 있어서 불미스러운일이 요새 발생해도 힘이 나는거 같네요!??.. #부산#덕천#인생네컷_덕천 #덕천인생네컷#네컷사진#올해의색#보라색#핑크색#햄스터#셀카#색감#덕천핫플#덕천다이소#젊음의거리#머리띠#스티커사진#24시???만나면 맨날 #인생네컷,2018-08-07,25,,"['#Repost', '#부산', '#덕천', '#인생네컷_덕천', '#덕천인생네컷', '#네컷사진', '#올해의색', '#보라색', '#핑크색', '#햄스터', '#셀카', '#색감', '#덕천핫플', '#덕천다이소', '#젊음의거리', '#머리띠', '#스티커사진', '#24시???만나면', '#인생네컷']"
483,".2018 PANTONE COLORUltra Violet.화려함과 우아함 고상함과 함께외로움과 슬픔, 고독한 색예술적이며 영적인 색불안과 두려움을 해소시켜주는정신적 보호 기능도 있답니다..정신적 다독임이 필요한 요즘??.#pantone #pantonecolor #coloroftheyear2018 #ultraviolet #violet #보라색 #울트라바이올렛 #올해의색 #팬톤컬러 #팬톤 #예술",2018-08-07,28,,"['#pantone', '#pantonecolor', '#coloroftheyear2018', '#ultraviolet', '#violet', '#보라색', '#울트라바이올렛', '#올해의색', '#팬톤컬러', '#팬톤', '#예술']"
484,#천안 #집앞 #올해의색 #바이올렛 #아닌밤중에 #혼코노 #코인노래방 #열창 오랜만에 혼코노~ 처음으로 보라색옷을 입었더니 갑자기 보라카이 가고싶네 응 웃으라고 하는거 아니야,2018-08-04,33,,"['#천안', '#집앞', '#올해의색', '#바이올렛', '#아닌밤중에', '#혼코노', '#코인노래방', '#열창']"
485,"#자개패디 #자개네일 #보라 #올해의색 #이쁘다 ㆍㆍ자개네일은 최애템!ㆍㆍ?? 건강한 손톱 전문점 ??ㆍ ?? #바비 Nail & Skin ?? ???""차원이 다른 고품격 #名品 네일아트샵!!""??? 2인 #동시시술 가능 ?????충남 천안시 동남구 통정11로 46 (신방동 1533번지)ㆍㆍ Open Am 10 : 30Close Pm 21 : 00 매주 ""일요일"" 휴무??????예약 문의(친절한 답변~^^)#카톡 ?? bm0523#전화 ?041.573.3907ㆍㆍㆍ#통정지구 #신방동 #용곡동 #청수동 #청당동 #신방도서관 #바비네일 #통정지구네일 #천안맛집 #아산맛집 #불당동 #신불당 #nail #천안네일샵 #천안네일잘하는곳 #천안가볼만한곳",2018-08-04,25,바비네일,"['#자개패디', '#자개네일', '#보라', '#올해의색', '#이쁘다', '#바비', '#名品', '#동시시술', '#카톡', '#전화', '#통정지구', '#신방동', '#용곡동', '#청수동', '#청당동', '#신방도서관', '#바비네일', '#통정지구네일', '#천안맛집', '#아산맛집', '#불당동', '#신불당', '#nail', '#천안네일샵', '#천안네일잘하는곳', '#천안가볼만한곳']"
486,"바이올렛, 보라색...#컨셉 #사진 #바이올렛 #올해의컬러 #올해의색 #보라색 #하늘색 #안개 #보석 #스톤 #오묘함 #몽환적 #몽환 #아날로그 #도쿄 #바다",2018-08-02,10,,"['#컨셉', '#사진', '#바이올렛', '#올해의컬러', '#올해의색', '#보라색', '#하늘색', '#안개', '#보석', '#스톤', '#오묘함', '#몽환적', '#몽환', '#아날로그', '#도쿄', '#바다']"
487,도착했어!!!!도착했오????9-10일 걸린다더니 좀더 뒤에와도 좋은데??넘더워 시착은 못했오때려죽여도 못 걸치겠더라??얼른 가을오길 아...시원해져라선물 정말 고마워 알러뷰 ??@ailee06 @jessiestyle4u @style_bytia .....#f4 #7월 가는게 슬포?? ㅎㅎㅎ#for_four_flower_fourseasons #birthdaypresent #아이좋아 벌써 #가을패션 준비 #올해의색 나도한번,2018-07-19,580,,"['#f4', '#7월', '#for_four_flower_fourseasons', '#birthdaypresent', '#아이좋아', '#가을패션', '#올해의색']"
488,오랜만에  저녁외출~^^아이들이랑 아브뉴프랑 소들녁에서 맛난저녁식사를 마치고~~ ...#저달#아브뉴프랑#팬톤#팬톤컬러#올해의색 #2018#울트라 #바이올렛#광교#릴리펏광교#광교신도시#광교맛집#소들녁#가족외식#광교맘#소통#팔로우#맞팔#공유#일상탈출#맘소통,2018-07-17,61,릴리펏 광교,"['#저달', '#아브뉴프랑', '#팬톤', '#팬톤컬러', '#올해의색', '#2018', '#울트라', '#바이올렛', '#광교', '#릴리펏광교', '#광교신도시', '#광교맛집', '#소들녁', '#가족외식', '#광교맘', '#소통', '#팔로우', '#맞팔', '#공유', '#일상탈출', '#맘소통']"
489,오래된 사진이지만 너무 귀여우니깐..??...#아기그램 #아기스타그램 #아기일상 #하루일상 #승준이 #초등학교 #운동회 #놀이터 #뽀로로가방 #올해의색 #보라색 #입고 #모자 #쓰고 #미끄럼틀 #시소,2018-07-15,16,,"['#아기그램', '#아기스타그램', '#아기일상', '#하루일상', '#승준이', '#초등학교', '#운동회', '#놀이터', '#뽀로로가방', '#올해의색', '#보라색', '#입고', '#모자', '#쓰고', '#미끄럼틀', '#시소']"
490,?? 여름을 맞은 수조Summer has come to the tank!.개구리 밥이 이렇게 예뻤나?왜 이렇게 이끼가 많냐고 타박했더니알고보니 개구리밥 이더라는;가까이서 보니 예쁘기까지 하더라는;.#가까이봐야예쁜것 #개구리밥 #여름느낌 #수조#여름색깔 #올해의색 #green #summer#새우 #두마리의집,2018-07-12,45,,"['#가까이봐야예쁜것', '#개구리밥', '#여름느낌', '#수조', '#여름색깔', '#올해의색', '#green', '#summer', '#새우', '#두마리의집']"
491,"#첫줄적화 귀걸이-올해의 베스트 색으로 뽑힌 바이올렛과 꽃을 합친 적화 귀걸이! 길지않은 체인줄로 얼굴선과 목선이 매끄럽게 보이는 마법같은 귀걸이 입니다!????무알러지 침만 사용하여 알러지 걱정 노노!??가격??8,000원????문의는 DM으로!????귀걸이 구매하면 이쁘고이쁜 캘리도 따라간대요!!??--?? 이쁜귀걸이 싸게 구매하고싶다면!? 7/15에 열리는 설온정원 경매방 참여하세요!! ?? https://open.kakao.com/o/g8GlhHP",2018-07-03,17,,['#첫줄적화']
492,장기가좋아♡입에서 녹지 녹아♡먹고싶은거먹고!네일도하고!속눈썹도하고!나오늘 기분좋아~♡내일도 열심히 살아보자..#럽스타그램 #다둥이맘 #워킹맘스타그램 #워킹맘 #먹스타그램 #먹방 #대창 #대창구이 #장기좋아하는뇨자 #맛스타그램 #네일 #네일아트 #올해의색 #퍼플 #이쁘면다냐 #속눈썹연장 #기분좋아 #행복하자 #셀스타그램 #oodt #f4f #일상소통 #일상스타그램,2018-06-28,49,,"['#럽스타그램', '#다둥이맘', '#워킹맘스타그램', '#워킹맘', '#먹스타그램', '#먹방', '#대창', '#대창구이', '#장기좋아하는뇨자', '#맛스타그램', '#네일', '#네일아트', '#올해의색', '#퍼플', '#이쁘면다냐', '#속눈썹연장', '#기분좋아', '#행복하자', '#셀스타그램', '#oodt', '#f4f', '#일상소통', '#일상스타그램']"
493,"올해의 색, 울트라바이올렛으로 포장한 여자친구 생일선물 포장--??www.theaureum.co.kr??카톡문의 : 선물포장아우름??(02) 537-5955--#여자친구선물포장#여자친구생일선물 #생일선물포장 #선물포장#구두선물포장 #운동화선물포장#giftwrap #giftwrapping#보라색 #울트라바이올렛#올해의색 #보라보라#선물포장공방 #선물포장교육#선물포장수업 #강남선물포장#방배 #방배사이길#아우름 #선물포장아우름",2018-06-26,24,방배사이길,"['#여자친구선물포장', '#여자친구생일선물', '#생일선물포장', '#선물포장', '#구두선물포장', '#운동화선물포장', '#giftwrap', '#giftwrapping', '#보라색', '#울트라바이올렛', '#올해의색', '#보라보라', '#선물포장공방', '#선물포장교육', '#선물포장수업', '#강남선물포장', '#방배', '#방배사이길', '#아우름', '#선물포장아우름']"
494,"경민씨 기능사 첫시간!.차근차근 정확하게ㅎㅎ ??.#화훼장식기능사#꽃꽂이수업 #꽃꽃이자격증#돔형#어레인지#금정역예쁜꽃집#스튜디오꽃들#스카비오사#보라#올해의색#리시안셔스#colour#...FLOWER STUDIO kotdeul 스튜디오꽃들 경기도 군포시 공단로 356-54, 1층 114호 (산본동, 금정삼성쉐르빌)카카오플러스친구 ; kotdeul031.459.9979",2018-06-19,136,금정 삼성쉐르빌,"['#화훼장식기능사', '#꽃꽂이수업', '#꽃꽃이자격증', '#돔형', '#어레인지', '#금정역예쁜꽃집', '#스튜디오꽃들', '#스카비오사', '#보라', '#올해의색', '#리시안셔스', '#colour', '#...FLOWER']"
495,꽃 마져도 웃고 있는듯한 오늘 ??,2018-06-13,25,,[]
496,.#올해의색 이#울트라바이올렛 이라지?..며칠동안 #짱뚱이 에서 #날기다린거같아 ^^..#잘지내보자 !,2018-06-12,15,,"['#올해의색', '#울트라바이올렛', '#짱뚱이', '#날기다린거같아', '#잘지내보자']"
497,"色, 차오르다. - 紫(자),(ultra violet) - In progress#jpstudio #watchmaking #watches #coloroftheyear #ultraviolet #제이피스튜디오 #수제손목시계 #올해의색 #울트라바이올렛",2018-06-08,30,,"['#jpstudio', '#watchmaking', '#watches', '#coloroftheyear', '#ultraviolet', '#제이피스튜디오', '#수제손목시계', '#올해의색', '#울트라바이올렛']"
498,#올해의색 #보라색 수국이 아름답게 피고있어요.#수국수국 한 #삼춘책방오늘도 11-7시 열려있어요...#두베하우스 #제주게스트하우스 #제주도게스트하우스 #제주게하 #제주동부숙소 #제주동부게스트하우스 #제주민박 #제주커플펜션 #Airbnb #구좌읍게스트하우스 #세화게스트하우스 #제주감성숙소 #삼춘책방 #제주동네책방 #제주독립출판서점 #제주서점 #제주책방#세화바다 #비자림#두베하우스에오길참잘했다,2018-06-08,156,,"['#올해의색', '#보라색', '#수국수국', '#삼춘책방오늘도', '#두베하우스', '#제주게스트하우스', '#제주도게스트하우스', '#제주게하', '#제주동부숙소', '#제주동부게스트하우스', '#제주민박', '#제주커플펜션', '#Airbnb', '#구좌읍게스트하우스', '#세화게스트하우스', '#제주감성숙소', '#삼춘책방', '#제주동네책방', '#제주독립출판서점', '#제주서점', '#제주책방', '#세화바다', '#비자림', '#두베하우스에오길참잘했다']"
